,Player,Nation,Pos,Age,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches,Squad,League
2405,João Palhinha,pt POR,MF,29-320,7.5,13,1.74,11,0,0,2,0,0,1,0.13,0,0,0,1,0,0,Matches,Bayern-Munich,Bundesliga
2406,Sacha Boey,fr FRA,DF,24-254,6.6,11,1.67,8,0,2,0,1,0,3,0.46,2,0,1,0,0,0,Matches,Bayern-Munich,Bundesliga
2407,Daniel Peretz,il ISR,GK,24-319,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bayern-Munich,Bundesliga
2408,Hiroki Ito,jp JPN,DF,26-013,2.8,5,1.81,5,0,0,0,0,0,1,0.36,1,0,0,0,0,0,Matches,Bayern-Munich,Bundesliga
2409,Mathys Tel,fr FRA,"FW,MF",20-028,2.8,4,1.41,3,1,0,0,0,0,2,0.7,2,0,0,0,0,0,Matches,Bayern-Munich,Bundesliga
2410,Sven Ulreich,de GER,GK,36-295,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bayern-Munich,Bundesliga
2411,Gabriel Vidovic,hr CRO,MF,21-175,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bayern-Munich,Bundesliga
2412,Adam Aznou,ma MAR,DF,18-357,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bayern-Munich,Bundesliga
2413,Jonah Kusi-Asare,se SWE,FW,17-325,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bayern-Munich,Bundesliga
2414,Arijon Ibrahimović,de GER,FW,19-165,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bayern-Munich,Bundesliga
2415,Maximilian Wittek,de GER,DF,29-277,30.1,100,3.33,62,28,1,5,4,0,6,0.2,3,1,0,1,1,0,Matches,Bochum,Bundesliga
2416,Ibrahima Sissoko,ml MLI,MF,27-210,29.0,65,2.24,53,0,3,1,4,4,3,0.1,2,0,0,0,1,0,Matches,Bochum,Bundesliga
2417,Felix Passlack,de GER,"DF,MF",26-361,25.9,48,1.85,38,5,0,3,2,0,7,0.27,6,1,0,0,0,0,Matches,Bochum,Bundesliga
2418,Matúš Bero,sk SVK,MF,29-261,28.5,120,4.21,64,41,4,6,3,2,7,0.25,2,2,2,1,0,0,Matches,Bochum,Bundesliga
2419,Philipp Hofmann,de GER,FW,32-056,25.3,55,2.17,42,0,0,9,2,2,3,0.12,2,0,0,1,0,0,Matches,Bochum,Bundesliga
2420,Tim Oermann,de GER,DF,21-231,24.6,20,0.81,18,1,0,0,0,1,3,0.12,3,0,0,0,0,0,Matches,Bochum,Bundesliga
2421,Patrick Drewes,de GER,GK,32-110,21.0,2,0.1,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2422,Ivan Ordets,ua UKR,DF,32-321,20.7,18,0.87,15,0,0,1,2,0,1,0.05,1,0,0,0,0,0,Matches,Bochum,Bundesliga
2423,Bernardo,br BRA,DF,30-011,19.8,22,1.11,18,1,0,2,0,1,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2424,Jakov Medić,hr CRO,DF,26-260,17.8,10,0.56,9,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches,Bochum,Bundesliga
2425,Moritz Broschinski,de GER,"FW,MF",24-244,15.4,36,2.33,27,0,3,4,2,0,4,0.26,2,0,1,1,0,0,Matches,Bochum,Bundesliga
2426,Timo Horn,de GER,GK,32-013,13.0,3,0.23,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2427,Anthony Losilla,fr FRA,MF,39-076,12.6,19,1.5,18,0,0,0,1,0,2,0.16,2,0,0,0,0,0,Matches,Bochum,Bundesliga
2428,Tom Krauß,de GER,MF,23-337,12.0,40,3.34,33,0,1,0,5,1,1,0.08,0,0,0,0,0,1,Matches,Bochum,Bundesliga
2429,Gerrit Holtmann,ph PHI,"DF,FW",30-061,12.6,43,3.4,34,1,2,4,0,2,3,0.24,1,1,0,0,0,1,Matches,Bochum,Bundesliga
2430,Giorgos Masouras,gr GRE,"FW,MF",31-144,11.7,29,2.47,21,0,2,5,1,0,5,0.43,2,0,0,3,0,0,Matches,Bochum,Bundesliga
2431,Dani de Wit,nl NED,"MF,FW",27-117,12.8,22,1.72,14,1,0,4,2,1,2,0.16,0,0,0,1,1,0,Matches,Bochum,Bundesliga
2432,Myron Boadu,nl NED,FW,24-131,11.6,30,2.59,22,0,4,1,3,0,3,0.26,1,0,2,0,0,0,Matches,Bochum,Bundesliga
2433,Erhan Mašović,rs SRB,DF,26-184,10.1,7,0.69,7,0,0,0,0,0,1,0.1,1,0,0,0,0,0,Matches,Bochum,Bundesliga
2434,Koji Miyoshi,jp JPN,"FW,MF",28-060,5.2,9,1.75,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2435,Lukas Daschner,de GER,"MF,FW",26-236,4.6,10,2.18,7,2,1,0,0,0,1,0.22,1,0,0,0,0,0,Matches,Bochum,Bundesliga
2436,Mats Pannewig,de GER,MF,20-209,3.0,11,3.72,9,0,0,2,0,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2437,Cristian Gamboa,cr CRC,DF,35-213,2.5,6,2.39,4,0,0,0,2,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2438,Moritz-Broni Kwarteng,gh GHA,"MF,FW",27-027,1.9,9,4.68,7,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2439,Aliou Badara Baldé,gn GUI,"MF,FW",22-164,1.0,3,2.93,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2440,Samuel Bamba,de GER,"FW,MF",21-101,0.3,2,6.67,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2441,Kacper Koscierski,de GER,DF,17-336,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Bochum,Bundesliga
2442,Gregor Kobel,ch SUI,GK,27-170,32.0,4,0.12,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2443,Serhou Guirassy,gn GUI,FW,29-074,28.9,53,1.84,36,0,1,10,6,0,10,0.35,5,0,0,3,2,0,Matches,Dortmund,Bundesliga
2444,Pascal Groß,de GER,"MF,DF",33-344,25.9,96,3.71,58,29,1,6,1,1,17,0.66,14,0,1,1,0,1,Matches,Dortmund,Bundesliga
2445,Julian Brandt,de GER,MF,29-023,25.6,102,3.99,89,6,2,5,0,0,14,0.55,13,1,0,0,0,0,Matches,Dortmund,Bundesliga
2446,Julian Ryerson,no NOR,DF,27-189,25.1,56,2.23,44,8,4,0,0,0,5,0.2,4,0,1,0,0,0,Matches,Dortmund,Bundesliga
2447,Emre Can,de GER,"DF,MF",31-133,23.4,32,1.37,28,0,0,2,1,1,2,0.09,2,0,0,0,0,0,Matches,Dortmund,Bundesliga
2448,Ramy Bensebaini,dz ALG,DF,30-039,22.5,39,1.74,33,3,0,2,0,1,10,0.45,8,1,0,0,0,1,Matches,Dortmund,Bundesliga
2449,Nico Schlotterbeck,de GER,DF,25-175,22.0,50,2.27,41,4,1,2,1,1,6,0.27,4,2,0,0,0,0,Matches,Dortmund,Bundesliga
2450,Waldemar Anton,de GER,DF,28-309,21.7,41,1.9,32,0,6,2,0,1,5,0.23,4,0,0,1,0,0,Matches,Dortmund,Bundesliga
2451,Jamie Gittens,eng ENG,"FW,MF",20-290,19.7,73,3.7,34,0,29,7,3,0,10,0.51,4,0,6,0,0,0,Matches,Dortmund,Bundesliga
2452,Felix Nmecha,de GER,MF,24-227,16.8,32,1.91,25,0,3,2,2,0,6,0.36,3,0,1,1,1,0,Matches,Dortmund,Bundesliga
2453,Marcel Sabitzer,at AUT,MF,31-069,18.0,42,2.34,26,3,1,6,1,5,6,0.33,2,0,0,0,1,3,Matches,Dortmund,Bundesliga
2454,Maximilian Beier,de GER,"FW,MF",22-220,17.7,55,3.11,38,0,6,4,3,4,7,0.4,5,0,1,1,0,0,Matches,Dortmund,Bundesliga
2455,Karim Adeyemi,de GER,"FW,MF",23-127,15.9,57,3.58,35,1,12,6,2,1,11,0.69,7,0,3,1,0,0,Matches,Dortmund,Bundesliga
2456,Niklas Süle,de GER,DF,29-264,11.7,15,1.28,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0,Matches,Dortmund,Bundesliga
2457,Yan Couto,br BRA,"DF,FW",22-356,9.9,29,2.92,26,0,2,1,0,0,2,0.2,2,0,0,0,0,0,Matches,Dortmund,Bundesliga
2458,Daniel Svensson,se SWE,"DF,FW",23-102,8.7,20,2.3,16,4,0,0,0,0,3,0.35,3,0,0,0,0,0,Matches,Dortmund,Bundesliga
2459,Donyell Malen,nl NED,"FW,MF",26-136,6.8,12,1.76,9,0,2,1,0,0,3,0.44,3,0,0,0,0,0,Matches,Dortmund,Bundesliga
2460,Salih Özcan,tr TUR,MF,27-134,4.3,10,2.3,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2461,Gio Reyna,us USA,MF,22-193,3.9,6,1.54,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2462,Julien Duranville,be BEL,"FW,MF",19-020,3.1,7,2.21,3,0,0,0,4,0,1,0.32,0,0,0,0,1,0,Matches,Dortmund,Bundesliga
2463,Alexander Meyer,de GER,GK,34-042,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2464,Carney Chukwuemeka,eng ENG,MF,21-217,2.8,20,7.11,18,0,1,1,0,0,4,1.42,4,0,0,0,0,0,Matches,Dortmund,Bundesliga
2465,Almugera Kabar,de GER,DF,18-353,1.5,3,1.99,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2466,Yannik Lührs,de GER,DF,21-258,1.4,2,1.41,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2467,Ayman Azhil,ma MAR,MF,24-045,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2468,Cole Campbell,us USA,"MF,FW",19-094,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2469,Kjell-Arik Wätjen,de GER,MF,19-098,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Dortmund,Bundesliga
2470,Arthur Theate,be BEL,DF,25-000,30.0,47,1.56,35,1,0,6,3,2,7,0.23,6,0,0,1,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2471,Hugo Ekitike,fr FRA,FW,22-339,28.5,101,3.55,63,0,14,20,4,0,12,0.42,9,0,2,0,1,0,Matches,Eintracht-Frankfurt,Bundesliga
2472,Robin Koch,de GER,DF,28-312,28.7,21,0.73,18,0,0,3,0,0,4,0.14,4,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2473,Rasmus Kristensen,dk DEN,DF,27-318,27.9,60,2.15,46,4,2,5,2,1,10,0.36,5,0,1,3,0,1,Matches,Eintracht-Frankfurt,Bundesliga
2474,Hugo Larsson,se SWE,MF,20-332,26.6,57,2.14,48,0,2,5,1,1,5,0.19,2,0,1,2,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2475,Kevin Trapp,de GER,GK,34-321,25.5,1,0.04,1,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2476,Tuta,br BRA,"DF,MF",25-325,25.3,26,1.03,23,1,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2477,Ellyes Skhiri,tn TUN,MF,30-015,24.8,49,1.98,42,0,0,2,1,4,5,0.2,3,0,0,1,0,1,Matches,Eintracht-Frankfurt,Bundesliga
2478,Nathaniel Brown,de GER,"DF,MF",21-343,21.6,64,2.96,44,16,0,2,2,0,11,0.51,7,3,0,1,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2479,Ansgar Knauff,de GER,"MF,DF",23-135,17.7,62,3.5,38,0,12,4,6,2,10,0.56,5,0,3,1,0,1,Matches,Eintracht-Frankfurt,Bundesliga
2480,Mario Götze,de GER,"MF,FW",32-356,17.1,58,3.39,54,3,0,0,1,0,3,0.18,3,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2481,Omar Marmoush,eg EGY,FW,26-107,16.1,91,5.66,39,20,13,9,9,1,21,1.31,7,3,6,3,2,0,Matches,Eintracht-Frankfurt,Bundesliga
2482,Nnamdi Collins,de GER,DF,21-135,16.5,9,0.54,7,0,2,0,0,0,3,0.18,1,0,2,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2483,Fares Chaïbi,dz ALG,"MF,FW",22-178,11.3,50,4.43,32,10,1,5,1,1,7,0.62,6,1,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2484,Jean Mattéo Bahoya,fr FRA,"MF,FW",20-018,10.2,41,4.01,33,3,1,1,2,1,6,0.59,3,0,1,0,2,0,Matches,Eintracht-Frankfurt,Bundesliga
2485,Kauã Santos,br BRA,GK,22-044,8.5,3,0.35,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2486,Oscar Højlund,dk DEN,MF,20-141,8.0,17,2.12,11,0,1,2,0,3,1,0.12,0,0,1,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2487,Can Uzun,tr TUR,"MF,FW",19-195,7.5,38,5.06,24,2,6,3,1,2,3,0.4,2,0,0,0,0,1,Matches,Eintracht-Frankfurt,Bundesliga
2488,Niels Nkounkou,fr FRA,"DF,MF",24-205,4.2,16,3.77,11,3,1,0,0,1,1,0.24,0,1,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2489,Mahmoud Dahoud,de GER,MF,29-144,4.0,13,3.21,10,0,0,2,0,1,2,0.49,1,0,0,0,0,1,Matches,Eintracht-Frankfurt,Bundesliga
2490,Michy Batshuayi,be BEL,FW,31-235,3.3,4,1.2,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2491,Junior Dina Ebimbe,fr FRA,"MF,FW",24-185,3.3,6,1.85,2,0,0,2,2,0,1,0.31,1,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2492,Igor Matanovic,hr CRO,FW,22-055,3.5,8,2.31,3,1,1,3,0,0,1,0.29,0,0,0,1,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2493,Elye Wahi,fr FRA,"FW,MF",22-143,2.2,4,1.83,2,0,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2494,Aurele Amenda,ch SUI,DF,21-298,1.1,2,1.86,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2495,Timothy Chandler,us USA,DF,35-057,0.3,1,3.75,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Eintracht-Frankfurt,Bundesliga
2496,Ritsu Doan,jp JPN,"FW,MF",26-344,31.8,111,3.49,68,2,14,9,15,3,16,0.5,11,1,1,1,1,1,Matches,Freiburg,Bundesliga
2497,Maximilian Eggestein,de GER,MF,28-169,31.6,51,1.61,42,0,1,3,4,1,5,0.16,5,0,0,0,0,0,Matches,Freiburg,Bundesliga
2498,Philipp Lienhart,at AUT,DF,28-319,30.8,26,0.84,20,4,0,0,1,1,2,0.06,1,1,0,0,0,0,Matches,Freiburg,Bundesliga
2499,Vincenzo Grifo,it ITA,"FW,MF",32-049,27.0,121,4.48,69,33,6,12,1,0,15,0.56,10,4,1,0,0,0,Matches,Freiburg,Bundesliga
2500,Matthias Ginter,de GER,DF,31-127,28.5,27,0.95,20,2,0,3,2,0,4,0.14,3,0,0,0,1,0,Matches,Freiburg,Bundesliga
2501,Christian Günter,de GER,DF,32-087,25.7,53,2.06,40,8,0,3,2,0,4,0.16,3,1,0,0,0,0,Matches,Freiburg,Bundesliga
2502,Patrick Osterhage,de GER,MF,25-114,25.2,41,1.63,30,0,1,4,4,2,4,0.16,2,0,0,2,0,0,Matches,Freiburg,Bundesliga
2503,Noah Atubolu,de GER,GK,23-001,25.6,6,0.23,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Freiburg,Bundesliga
2504,Lukas Kübler,de GER,DF,32-269,20.5,26,1.27,21,1,0,4,0,0,4,0.2,3,0,0,1,0,0,Matches,Freiburg,Bundesliga
2505,Lucas Höler,de GER,"FW,MF",30-320,20.7,51,2.46,37,1,2,7,4,0,6,0.29,3,0,1,1,1,0,Matches,Freiburg,Bundesliga
2506,Junior Adamu,at AUT,FW,23-354,17.2,29,1.69,22,0,1,3,3,0,3,0.17,2,0,0,1,0,0,Matches,Freiburg,Bundesliga
2507,Max Rosenfelder,de GER,DF,22-105,13.9,15,1.08,10,0,3,0,1,1,1,0.07,1,0,0,0,0,0,Matches,Freiburg,Bundesliga
2508,Eren Dinkçi,de GER,"MF,FW",23-164,13.3,43,3.23,36,0,3,1,2,1,5,0.38,5,0,0,0,0,0,Matches,Freiburg,Bundesliga
2509,Merlin Röhl,de GER,"MF,FW",22-325,10.7,25,2.33,19,0,1,2,2,1,3,0.28,1,0,0,1,1,0,Matches,Freiburg,Bundesliga
2510,Kiliann Sildillia,fr FRA,DF,23-010,8.9,16,1.8,9,6,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches,Freiburg,Bundesliga
2511,Florian Müller,de GER,GK,27-194,8.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Freiburg,Bundesliga
2512,Nicolas Höfler,de GER,MF,35-078,8.8,13,1.47,12,0,0,0,1,0,1,0.11,1,0,0,0,0,0,Matches,Freiburg,Bundesliga
2513,Jordy Makengo,fr FRA,DF,23-296,8.3,9,1.09,7,1,1,0,0,0,1,0.12,1,0,0,0,0,0,Matches,Freiburg,Bundesliga
2514,Michael Gregoritsch,at AUT,FW,31-038,7.1,19,2.67,15,0,1,2,0,1,5,0.7,3,0,0,2,0,0,Matches,Freiburg,Bundesliga
2515,Johan Manzambi,ch SUI,"FW,MF",19-224,3.7,13,3.49,6,0,3,2,2,0,2,0.54,2,0,0,0,0,0,Matches,Freiburg,Bundesliga
2516,Jan-Niklas Beste,de GER,"FW,MF",26-142,2.4,5,2.11,2,2,0,1,0,0,1,0.42,1,0,0,0,0,0,Matches,Freiburg,Bundesliga
2517,Florent Muslija,xk KVX,"FW,MF",26-324,1.9,7,3.77,6,1,0,0,0,0,1,0.54,1,0,0,0,0,0,Matches,Freiburg,Bundesliga
2518,Noah Weißhaupt,de GER,FW,23-248,0.9,4,4.5,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Freiburg,Bundesliga
2519,Roland Sallai,hu HUN,"FW,MF",28-004,0.5,3,5.87,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Freiburg,Bundesliga
2520,Ifechukwu Ogbus,ch SUI,DF,19-160,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Freiburg,Bundesliga
2521,Maximilian Philipp,de GER,"MF,FW",31-086,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Freiburg,Bundesliga
2522,Julian Weigl,de GER,MF,29-259,32.0,51,1.59,45,0,0,5,1,0,6,0.19,6,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2523,Ko Itakura,jp JPN,DF,28-118,31.0,25,0.81,17,0,1,5,1,1,1,0.03,0,0,0,1,0,0,Matches,Monchengladbach,Bundesliga
2524,Tim Kleindienst,de GER,FW,29-267,30.4,68,2.24,48,1,1,10,4,4,14,0.46,9,1,0,1,2,1,Matches,Monchengladbach,Bundesliga
2525,Joe Scally,us USA,DF,22-145,28.6,28,0.98,21,2,1,2,1,1,2,0.07,2,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2526,Robin Hack,de GER,"FW,MF",26-271,24.1,75,3.11,56,6,3,6,3,1,11,0.46,10,0,0,0,1,0,Matches,Monchengladbach,Bundesliga
2527,Nico Elvedi,ch SUI,DF,28-237,23.7,16,0.67,15,0,0,1,0,0,4,0.17,3,0,0,1,0,0,Matches,Monchengladbach,Bundesliga
2528,Lukas Ullrich,de GER,DF,21-070,21.1,28,1.32,24,1,1,1,1,0,5,0.24,5,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2529,Alassane Pléa,fr FRA,"MF,FW",32-076,21.1,72,3.41,58,2,5,1,5,1,14,0.66,10,1,2,0,1,0,Matches,Monchengladbach,Bundesliga
2530,Rocco Reitz,de GER,MF,22-361,20.3,45,2.21,35,0,2,1,2,5,5,0.25,4,0,1,0,0,0,Matches,Monchengladbach,Bundesliga
2531,Moritz Nicolas,de GER,GK,27-216,18.2,1,0.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2532,Franck Honorat,fr FRA,FW,28-287,16.0,83,5.19,46,26,3,7,0,1,8,0.5,4,4,0,0,0,0,Matches,Monchengladbach,Bundesliga
2533,Kevin Stöger,at AUT,MF,31-271,17.2,106,6.15,60,30,5,2,9,0,8,0.46,7,1,0,0,0,0,Matches,Monchengladbach,Bundesliga
2534,Philipp Sander,de GER,MF,27-093,15.6,28,1.8,20,4,1,3,0,0,1,0.06,1,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2535,Jonas Omlin,ch SUI,GK,31-135,10.9,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2536,Marvin Friedrich,de GER,DF,29-163,11.0,9,0.82,8,0,0,1,0,0,1,0.09,0,0,0,1,0,0,Matches,Monchengladbach,Bundesliga
2537,Nathan N'Goumou,cm CMR,FW,25-072,9.2,22,2.39,16,0,2,3,1,0,5,0.54,4,0,0,1,0,0,Matches,Monchengladbach,Bundesliga
2538,Luca Netz,de GER,DF,22-010,10.8,27,2.51,25,1,0,0,0,1,4,0.37,4,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2539,Tomáš Čvančara,cz CZE,FW,24-285,9.2,15,1.62,13,0,0,1,1,0,1,0.11,1,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2540,Stefan Lainer,at AUT,DF,32-271,8.4,15,1.78,15,0,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2541,Tiago Cardoso,lu LUX,GK,19-048,4.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2542,Fabio Chiarodia,it ITA,DF,19-354,4.2,2,0.47,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2543,Florian Neuhaus,de GER,MF,28-070,4.2,17,4.02,14,0,2,1,0,0,1,0.24,1,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2544,Shiō Fukuda,jp JPN,FW,21-047,0.7,2,3.0,2,0,0,0,0,0,1,1.5,1,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2545,Tobias Sippel,de GER,GK,37-064,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2546,Grant Ranos,am ARM,FW,21-309,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2547,Noah Pesch,hr CRO,FW,20-007,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Monchengladbach,Bundesliga
2548,Patrick Mainka,de GER,DF,30-201,34.0,28,0.82,23,0,0,5,0,0,2,0.06,0,0,0,2,0,0,Matches,Heidenheim,Bundesliga
2549,Kevin Müller,de GER,GK,34-072,32.7,4,0.12,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches,Heidenheim,Bundesliga
2550,Jan Schöppner,de GER,MF,25-348,29.8,56,1.88,44,1,3,6,1,1,4,0.13,3,0,0,1,0,0,Matches,Heidenheim,Bundesliga
2551,Benedikt Gimber,de GER,DF,28-096,29.7,15,0.51,12,0,0,1,1,1,1,0.03,0,0,0,0,1,0,Matches,Heidenheim,Bundesliga
2552,Omar Traoré,de GER,DF,27-111,29.1,54,1.86,42,3,4,2,3,0,2,0.07,2,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2553,Marvin Pieringer,de GER,"FW,MF",25-234,24.5,69,2.81,48,1,5,7,7,1,7,0.29,3,0,0,1,2,1,Matches,Heidenheim,Bundesliga
2554,Jonas Föhrenbach,de GER,DF,29-120,20.4,34,1.67,30,1,1,1,1,0,4,0.2,3,1,0,0,0,0,Matches,Heidenheim,Bundesliga
2555,Paul Wanner,de GER,"MF,FW",19-154,19.7,51,2.59,30,9,1,6,5,0,7,0.36,5,0,0,2,0,0,Matches,Heidenheim,Bundesliga
2556,Niklas Dorsch,de GER,MF,27-131,14.8,35,2.36,22,10,0,0,1,2,2,0.13,2,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2557,Adrian Beck,de GER,"MF,FW",27-351,17.8,56,3.16,37,4,10,4,1,0,4,0.23,2,1,1,0,0,0,Matches,Heidenheim,Bundesliga
2558,Marnon Busch,de GER,"DF,MF",30-169,15.5,27,1.74,21,4,0,2,0,0,1,0.06,0,0,0,1,0,0,Matches,Heidenheim,Bundesliga
2559,Frans Krätzig,de GER,"DF,MF",22-132,13.5,45,3.33,31,10,2,0,0,2,2,0.15,2,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2560,Tim Siersleben,de GER,DF,25-078,13.1,15,1.14,14,1,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2561,Léo Scienza,br BRA,"FW,MF",26-255,12.8,82,6.39,31,20,10,3,18,0,7,0.55,3,2,0,0,2,0,Matches,Heidenheim,Bundesliga
2562,Mathias Honsak,at AUT,"FW,DF",28-157,13.1,41,3.13,22,8,4,5,2,0,5,0.38,0,2,3,0,0,0,Matches,Heidenheim,Bundesliga
2563,Budu Zivzivadze,ge GEO,FW,31-077,10.6,26,2.45,22,0,1,1,1,1,4,0.38,3,0,0,1,0,0,Matches,Heidenheim,Bundesliga
2564,Lennard Maloney,us USA,MF,25-230,8.4,7,0.83,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2565,Luca Kerber,de GER,"MF,DF",23-077,8.7,9,1.03,7,0,0,1,1,0,1,0.11,0,0,0,1,0,0,Matches,Heidenheim,Bundesliga
2566,Sirlord Conteh,de GER,"FW,MF",28-321,9.9,28,2.82,24,0,1,0,3,0,4,0.4,4,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2567,Mikkel Kaufmann,dk DEN,FW,24-143,4.1,12,2.92,7,1,0,1,3,0,1,0.24,0,0,0,0,1,0,Matches,Heidenheim,Bundesliga
2568,Maximilian Breunig,de GER,"FW,MF",24-285,3.9,8,2.06,5,1,1,1,0,0,0,0.0,0,0,0,0,0,0,Matches,Heidenheim,Bundesliga
2569,Thomas Keller,de GER,"DF,MF",25-294,1.6,1,0.61,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,Matches,Heidenheim,Bundesliga
