,Player,Nation,Pos,Age,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,Squad,League
1324,Rolando Mandragora,it ITA,MF,27-311,18.5,6,0,0,17,24,2,30,13,11,0,0,0,47,12,12,50.0,Matches,Fiorentina,Serie-A
1325,Andrea Colpani,it ITA,"FW,MF",25-360,15.9,1,0,0,21,23,1,33,9,9,0,0,0,46,10,15,40.0,Matches,Fiorentina,Serie-A
1326,Albert Guðmundsson,is ISL,"FW,MF",27-325,13.9,2,0,0,13,18,3,22,6,5,1,0,0,51,3,12,20.0,Matches,Fiorentina,Serie-A
1327,Yacine Adli,fr FRA,MF,24-281,13.4,3,1,1,9,19,0,61,6,19,0,0,0,74,5,16,23.8,Matches,Fiorentina,Serie-A
1328,Marin Pongračić,hr CRO,DF,27-237,13.7,3,1,1,20,5,0,1,11,12,0,0,1,66,23,11,67.6,Matches,Fiorentina,Serie-A
1329,Edoardo Bove,it ITA,"MF,FW",22-355,9.5,3,0,0,16,21,0,2,6,17,1,0,0,45,11,15,42.3,Matches,Fiorentina,Serie-A
1330,Fabiano Parisi,it ITA,"DF,MF",24-178,11.4,2,0,0,14,27,0,14,15,16,0,0,0,55,12,15,44.4,Matches,Fiorentina,Serie-A
1331,Pablo Marí,es ESP,DF,31-248,9.2,2,0,0,10,1,0,0,19,4,0,0,0,28,27,8,77.1,Matches,Fiorentina,Serie-A
1332,Riccardo Sottil,it ITA,"FW,MF",25-337,9.3,1,0,0,7,33,1,41,4,4,1,0,0,44,4,9,30.8,Matches,Fiorentina,Serie-A
1333,Amir Richardson,ma MAR,MF,23-102,9.7,5,0,0,29,14,1,4,5,11,0,0,0,38,16,15,51.6,Matches,Fiorentina,Serie-A
1334,Nicolò Fagioli,it ITA,MF,24-083,7.7,0,0,0,6,12,0,20,4,9,0,0,0,36,1,2,33.3,Matches,Fiorentina,Serie-A
1335,Michael Folorunsho,it ITA,"FW,MF",27-088,6.9,4,0,0,15,22,0,20,4,12,0,0,0,27,15,11,57.7,Matches,Fiorentina,Serie-A
1336,Christian Kouamé,ci CIV,"FW,MF",27-151,6.9,1,0,0,13,14,2,6,2,8,0,0,0,20,29,19,60.4,Matches,Fiorentina,Serie-A
1337,Cristiano Biraghi,it ITA,DF,32-247,4.8,1,0,0,4,7,0,30,4,4,0,0,0,10,2,3,40.0,Matches,Fiorentina,Serie-A
1338,Lucas Martínez Quarta,ar ARG,DF,28-361,3.9,1,0,0,8,2,0,0,3,7,0,0,0,13,12,10,54.5,Matches,Fiorentina,Serie-A
1339,Nicolò Zaniolo,it ITA,FW,25-308,3.8,2,1,0,11,15,3,4,0,1,0,0,0,11,3,9,25.0,Matches,Fiorentina,Serie-A
1340,Cher Ndour,it ITA,"MF,DF",20-283,3.7,1,0,0,4,6,0,7,2,0,0,0,0,16,12,12,50.0,Matches,Fiorentina,Serie-A
1341,Pietro Terracciano,it ITA,GK,35-059,3.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches,Fiorentina,Serie-A
1342,Sofyan Amrabat,ma MAR,MF,28-258,2.0,0,0,0,4,1,0,3,0,2,0,0,0,7,1,1,50.0,Matches,Fiorentina,Serie-A
1343,Matias Moreno,ar ARG,DF,21-224,1.6,0,0,0,4,0,0,2,1,8,0,1,0,5,3,4,42.9,Matches,Fiorentina,Serie-A
1344,Jonathan Ikone,fr FRA,"FW,MF",27-004,3.7,0,0,0,3,7,0,1,1,2,0,0,0,19,0,6,0.0,Matches,Fiorentina,Serie-A
1345,Michael Kayode,it ITA,"DF,FW",20-300,1.4,0,0,0,1,2,0,6,2,1,0,0,0,6,2,0,100.0,Matches,Fiorentina,Serie-A
1346,Antonín Barák,cz CZE,MF,30-154,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0.0,Matches,Fiorentina,Serie-A
1347,Alessandro Bianco,it ITA,MF,22-217,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,Matches,Fiorentina,Serie-A
1348,Maat Daniel Caprini,it ITA,FW,19-084,0.1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0.0,Matches,Fiorentina,Serie-A
1349,Tommaso Rubino,it ITA,MF,18-177,0.1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches,Fiorentina,Serie-A
1350,Morten Frendrup,dk DEN,MF,24-029,32.5,5,0,0,50,31,1,3,46,60,0,0,1,175,28,37,43.1,Matches,Genoa,Serie-A
1351,Aarón Martín,es ESP,DF,28-014,31.9,5,0,0,34,25,4,243,19,46,0,1,0,135,19,31,38.0,Matches,Genoa,Serie-A
1352,Johan Vásquez,mx MEX,DF,26-196,32.4,8,0,0,31,27,1,6,44,28,1,1,0,119,86,71,54.8,Matches,Genoa,Serie-A
1353,Andrea Pinamonti,it ITA,FW,25-352,29.8,4,0,0,20,39,16,17,1,5,0,0,0,52,78,101,43.6,Matches,Genoa,Serie-A
1354,Nicola Leali,it ITA,GK,32-078,28.0,1,0,0,1,6,0,0,0,0,0,0,1,30,6,0,100.0,Matches,Genoa,Serie-A
1355,Koni De Winter,be BEL,DF,22-328,22.1,6,0,0,38,14,1,4,23,19,0,2,0,105,70,32,68.6,Matches,Genoa,Serie-A
1356,Morten Thorsby,no NOR,MF,29-001,20.9,6,0,0,53,15,9,9,5,31,0,2,1,51,105,97,52.0,Matches,Genoa,Serie-A
1357,Fabio Miretti,it ITA,"MF,FW",21-276,18.6,2,0,0,23,53,2,61,7,15,0,0,0,85,11,23,32.4,Matches,Genoa,Serie-A
1358,Stefano Sabelli,it ITA,DF,32-113,21.0,3,0,0,25,20,0,58,21,30,0,0,0,83,14,26,35.0,Matches,Genoa,Serie-A
1359,Milan Badelj,hr CRO,MF,36-070,15.6,2,0,0,17,17,0,5,18,15,0,0,0,70,10,6,62.5,Matches,Genoa,Serie-A
1360,Alessandro Zanoli,it ITA,"FW,DF",24-215,18.6,3,0,0,17,19,1,63,12,20,0,0,0,58,20,19,51.3,Matches,Genoa,Serie-A
1361,Mattia Bani,it ITA,DF,31-147,14.8,3,0,0,5,8,1,4,19,9,0,0,0,50,21,21,50.0,Matches,Genoa,Serie-A
1362,Patrizio Masini,it ITA,MF,24-099,14.1,3,0,0,29,42,0,22,13,25,0,0,0,79,28,19,59.6,Matches,Genoa,Serie-A
1363,Vitinha,pt POR,"FW,MF",25-052,12.5,1,0,0,17,22,6,35,11,5,0,0,0,47,26,26,50.0,Matches,Genoa,Serie-A
1364,Alan Matturro,uy URU,DF,20-207,10.0,2,0,0,10,5,2,8,14,6,0,1,0,26,16,16,50.0,Matches,Genoa,Serie-A
1365,Alessandro Vogliacco,it ITA,DF,26-234,7.9,3,0,0,12,2,0,11,9,3,0,1,0,20,11,8,57.9,Matches,Genoa,Serie-A
1366,Pierluigi Gollini,it ITA,GK,30-049,7.0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches,Genoa,Serie-A
1367,Jeff Ekhator,it ITA,"FW,MF",18-176,8.2,1,0,0,14,12,3,10,2,4,0,0,0,31,15,32,31.9,Matches,Genoa,Serie-A
1368,Junior Messias,br BRA,"MF,FW",33-358,7.8,1,0,0,7,17,0,20,6,7,0,0,0,31,13,21,38.2,Matches,Genoa,Serie-A
1369,Brooke Norton-Cuffy,eng ENG,"DF,MF",21-114,5.1,0,0,0,5,2,0,6,3,6,0,0,0,18,7,6,53.8,Matches,Genoa,Serie-A
1370,Ruslan Malinovskyi,ua UKR,"MF,FW",32-002,4.3,2,0,0,9,5,0,3,1,8,0,0,0,16,7,6,53.8,Matches,Genoa,Serie-A
1371,Caleb Ekuban,gh GHA,FW,31-044,5.7,1,0,0,11,8,5,3,1,3,0,0,0,17,11,18,37.9,Matches,Genoa,Serie-A
1372,Maxwel Cornet,ci CIV,"FW,MF",28-221,2.6,0,0,0,0,1,1,8,2,1,0,0,0,13,1,8,11.1,Matches,Genoa,Serie-A
1373,Lior Kasa,il ISR,"MF,FW",19-221,2.3,2,0,0,4,3,0,2,2,4,0,0,0,14,1,3,25.0,Matches,Genoa,Serie-A
1374,Honest Ahanor,it ITA,"DF,MF",17-072,2.1,0,0,0,0,7,0,3,0,3,0,0,0,6,3,2,60.0,Matches,Genoa,Serie-A
1375,Jean Onana,cm CMR,MF,25-118,2.1,0,0,0,6,1,0,1,2,6,0,0,0,7,5,7,41.7,Matches,Genoa,Serie-A
1376,Emil Bohinen,no NOR,MF,26-055,1.8,0,0,0,3,3,0,0,1,4,0,0,0,9,2,1,66.7,Matches,Genoa,Serie-A
1377,Filippo Melegoni,it ITA,"MF,FW",26-077,1.0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,100.0,Matches,Genoa,Serie-A
1378,Alessandro Marcandalli,it ITA,DF,22-223,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0,Matches,Genoa,Serie-A
1379,Sebastian Otoa,dk DEN,DF,20-358,0.2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,Matches,Genoa,Serie-A
1380,Lorenzo Venturino,it ITA,"FW,MF",18-318,1.0,0,0,0,2,1,0,9,0,1,0,0,0,5,1,1,50.0,Matches,Genoa,Serie-A
1381,Mario Balotelli,it ITA,"FW,MF",34-267,0.7,2,0,0,2,2,0,3,0,0,0,0,0,1,2,2,50.0,Matches,Genoa,Serie-A
1382,David Akpan Ankeye,ng NGA,"FW,MF",23-081,0.5,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches,Genoa,Serie-A
1383,Gastón Pereiro,uy URU,MF,29-329,0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,50.0,Matches,Genoa,Serie-A
1384,Federico Accornero,it ITA,MF,21-090,0.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,Matches,Genoa,Serie-A
1385,Lorenzo Montipò,it ITA,GK,29-075,34.0,0,0,0,0,7,0,0,0,0,0,0,1,28,7,1,87.5,Matches,Hellas-Verona,Serie-A
1386,Jackson Tchatchoua,cm CMR,"DF,MF",23-234,32.2,6,1,0,25,10,8,103,12,29,0,1,0,107,27,31,46.6,Matches,Hellas-Verona,Serie-A
1387,Diego Coppola,it ITA,DF,21-129,29.5,10,0,0,42,0,0,0,66,34,0,0,0,83,117,67,63.6,Matches,Hellas-Verona,Serie-A
1388,Ondrej Duda,sk SVK,MF,30-152,24.6,11,1,1,44,52,0,86,31,26,0,0,0,172,14,12,53.8,Matches,Hellas-Verona,Serie-A
1389,Tomáš Suslov,sk SVK,"MF,FW",22-333,22.0,6,1,1,48,63,2,46,18,36,0,0,0,86,5,25,16.7,Matches,Hellas-Verona,Serie-A
1390,Domagoj Bradarić,hr CRO,DF,25-147,19.6,6,0,0,21,12,3,72,14,24,0,0,0,72,16,20,44.4,Matches,Hellas-Verona,Serie-A
1391,Amin Sarr,se SWE,FW,24-056,18.7,1,0,0,38,18,11,6,2,12,0,1,0,36,55,73,43.0,Matches,Hellas-Verona,Serie-A
1392,Paweł Dawidowicz,pl POL,"DF,MF",29-351,18.7,6,1,0,31,10,0,1,20,22,0,1,0,49,30,25,54.5,Matches,Hellas-Verona,Serie-A
1393,Daniele Ghilardi,it ITA,DF,22-120,19.5,7,1,0,26,27,0,6,23,23,0,0,0,44,38,39,49.4,Matches,Hellas-Verona,Serie-A
1394,Casper Tengstedt,dk DEN,"FW,MF",24-339,15.5,2,0,0,5,8,5,8,3,5,0,0,0,33,19,55,25.7,Matches,Hellas-Verona,Serie-A
1395,Reda Belahyane,ma MAR,MF,20-339,18.4,6,1,1,31,9,0,3,10,26,0,0,0,109,5,15,25.0,Matches,Hellas-Verona,Serie-A
1396,Darko Lazović,rs SRB,"DF,FW",34-233,15.9,0,0,0,9,5,4,70,11,10,1,0,0,57,9,13,40.9,Matches,Hellas-Verona,Serie-A
1397,Suat Serdar,de GER,MF,28-025,12.9,4,1,1,27,13,0,6,8,18,0,0,0,62,13,12,52.0,Matches,Hellas-Verona,Serie-A
1398,Daniel Mosquera,co COL,FW,25-198,14.3,3,0,0,40,17,7,2,2,7,0,0,0,50,71,82,46.4,Matches,Hellas-Verona,Serie-A
1399,Giangiacomo Magnani,it ITA,DF,29-214,11.8,2,0,0,8,11,0,2,17,15,0,0,0,38,29,18,61.7,Matches,Hellas-Verona,Serie-A
1400,Nicolás Valentini,ar ARG,DF,24-030,9.7,4,1,1,18,2,0,5,10,17,0,1,0,33,37,10,78.7,Matches,Hellas-Verona,Serie-A
1401,Flavius Daniliuc,at AUT,DF,24-009,11.0,0,0,0,12,2,0,6,7,19,0,0,0,44,18,16,52.9,Matches,Hellas-Verona,Serie-A
1402,Dailon Livramento,cv CPV,"FW,MF",24-002,9.9,2,1,0,18,5,8,17,3,8,0,0,0,20,28,47,37.3,Matches,Hellas-Verona,Serie-A
1403,Grigoris Kastanos,cy CYP,"MF,FW",27-096,9.6,4,0,0,15,19,1,23,7,16,0,0,0,48,15,16,48.4,Matches,Hellas-Verona,Serie-A
1404,Cheikh Tidiane Niasse,sn SEN,MF,25-107,7.4,3,0,0,10,12,0,2,17,11,0,0,0,25,15,17,46.9,Matches,Hellas-Verona,Serie-A
1405,Antoine Bernede,fr FRA,MF,25-345,5.6,2,0,0,15,3,0,8,5,7,0,0,0,33,5,5,50.0,Matches,Hellas-Verona,Serie-A
1406,Abdou Harroui,nl NED,"MF,FW",27-113,5.1,1,0,0,10,3,0,9,2,6,0,0,0,22,8,7,53.3,Matches,Hellas-Verona,Serie-A
1407,Martin Frese,dk DEN,DF,27-122,5.0,0,0,0,7,7,0,9,8,8,0,0,0,8,7,8,46.7,Matches,Hellas-Verona,Serie-A
1408,Daniel Bandeira,pt POR,MF,25-025,4.5,1,0,0,4,4,0,8,6,0,0,0,0,36,7,3,70.0,Matches,Hellas-Verona,Serie-A
1409,Davide Faraoni,it ITA,DF,33-193,2.9,1,0,0,7,1,2,12,2,9,0,0,0,9,1,9,10.0,Matches,Hellas-Verona,Serie-A
1410,Simone Perilli,it ITA,GK,30-119,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches,Hellas-Verona,Serie-A
1411,Daniel Oyegoke,eng ENG,DF,22-123,1.1,1,0,0,2,0,0,4,1,2,0,0,0,5,0,2,0.0,Matches,Hellas-Verona,Serie-A
1412,Mathis Lambourde,fr FRA,"FW,MF",19-117,1.0,1,0,0,4,1,0,1,0,1,0,0,0,3,2,4,33.3,Matches,Hellas-Verona,Serie-A
1413,Faride Alidou,de GER,"FW,MF",23-292,0.8,0,0,0,1,0,0,3,1,0,0,0,0,0,1,0,100.0,Matches,Hellas-Verona,Serie-A
1414,Junior Ajayi,ci CIV,FW,20-207,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,Matches,Hellas-Verona,Serie-A
1415,Alphadjo Cissè,it ITA,"FW,MF",18-196,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,Matches,Hellas-Verona,Serie-A
1416,Yllan Okou,fr FRA,DF,22-134,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,Hellas-Verona,Serie-A
1417,Yann Sommer,ch SUI,GK,36-140,31.0,0,0,0,0,1,0,0,0,0,0,0,0,42,4,0,100.0,Matches,Internazionale,Serie-A
1418,Lautaro Martínez,ar ARG,FW,27-257,28.5,1,0,0,41,42,22,13,10,16,0,0,0,73,35,38,47.9,Matches,Internazionale,Serie-A
1419,Henrikh Mkhitaryan,am ARM,MF,36-105,25.6,4,0,0,30,23,5,23,17,23,0,0,0,128,22,13,62.9,Matches,Internazionale,Serie-A
1420,Alessandro Bastoni,it ITA,DF,26-023,24.8,6,1,1,42,36,1,61,21,20,0,0,0,87,42,24,63.6,Matches,Internazionale,Serie-A
1421,Nicolò Barella,it ITA,MF,28-088,26.0,4,0,0,25,32,4,63,10,30,0,0,0,152,23,24,48.9,Matches,Internazionale,Serie-A
1422,Federico Dimarco,it ITA,"DF,FW",27-177,22.3,3,0,0,19,10,8,182,12,13,0,0,0,72,7,12,36.8,Matches,Internazionale,Serie-A
1423,Marcus Thuram,fr FRA,FW,27-273,24.4,1,0,0,26,35,13,12,3,10,2,0,0,67,44,33,57.1,Matches,Internazionale,Serie-A
1424,Hakan Çalhanoğlu,tr TUR,MF,31-087,19.7,3,0,0,20,13,0,116,17,21,0,1,0,102,16,17,48.5,Matches,Internazionale,Serie-A
1425,Denzel Dumfries,nl NED,"DF,FW",29-018,19.9,4,0,0,53,16,6,52,6,18,2,0,0,59,54,17,76.1,Matches,Internazionale,Serie-A
1426,Francesco Acerbi,it ITA,DF,37-085,17.5,0,0,0,11,17,1,10,26,19,0,0,0,53,58,28,67.4,Matches,Internazionale,Serie-A
1427,Matteo Darmian,it ITA,DF,35-155,17.8,3,0,0,26,17,4,31,7,15,0,1,1,35,13,13,50.0,Matches,Internazionale,Serie-A
1428,Benjamin Pavard,fr FRA,DF,29-039,17.6,4,0,0,18,9,2,11,16,16,0,0,0,46,40,32,55.6,Matches,Internazionale,Serie-A
1429,Stefan de Vrij,nl NED,DF,33-090,17.2,1,0,0,5,3,0,0,21,10,0,0,0,59,61,38,61.6,Matches,Internazionale,Serie-A
1430,Yann Aurel Bisseck,de GER,DF,24-158,16.1,3,0,0,12,9,1,8,15,11,0,1,0,59,42,13,76.4,Matches,Internazionale,Serie-A
1431,Carlos Augusto,br BRA,DF,26-119,17.0,0,0,0,8,12,3,19,8,12,0,0,0,58,53,34,60.9,Matches,Internazionale,Serie-A
1432,Davide Frattesi,it ITA,MF,25-196,13.6,1,0,0,11,32,2,8,5,8,1,0,0,48,10,13,43.5,Matches,Internazionale,Serie-A
1433,Kristjan Asllani,al ALB,MF,23-058,9.0,4,0,0,8,15,0,38,7,2,0,0,0,45,3,3,50.0,Matches,Internazionale,Serie-A
1434,Piotr Zieliński,pl POL,MF,30-351,10.2,0,0,0,9,16,0,26,6,9,0,0,0,55,9,3,75.0,Matches,Internazionale,Serie-A
1435,Marko Arnautović,at AUT,FW,36-017,5.9,1,0,0,4,6,6,5,1,6,0,0,0,10,11,7,61.1,Matches,Internazionale,Serie-A
1436,Mehdi Taremi,ir IRN,FW,32-292,6.7,1,0,0,8,8,4,1,0,1,0,0,0,24,17,18,48.6,Matches,Internazionale,Serie-A
1437,Joaquín Correa,ar ARG,"FW,MF",30-266,5.7,3,0,0,6,10,2,5,0,3,0,0,0,22,6,15,28.6,Matches,Internazionale,Serie-A
1438,Josep Martinez,es ESP,GK,26-344,4.0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,100.0,Matches,Internazionale,Serie-A
1439,Nicola Zalewski,pl POL,DF,23-103,3.3,2,0,0,3,6,0,19,2,2,0,0,0,12,1,3,25.0,Matches,Internazionale,Serie-A
1440,Tajon Buchanan,ca CAN,"DF,FW",26-087,1.1,0,0,0,2,4,0,3,0,0,0,0,0,6,1,0,100.0,Matches,Internazionale,Serie-A
1441,Tomás Palacios,ar ARG,DF,22-008,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,Matches,Internazionale,Serie-A
1442,Manuel Locatelli,it ITA,MF,27-118,28.4,8,0,0,44,18,1,18,22,47,0,1,0,129,31,20,60.8,Matches,Juventus,Serie-A
1443,Michele Di Gregorio,it ITA,GK,27-283,30.0,0,0,0,0,6,0,0,0,0,0,0,0,33,5,1,83.3,Matches,Juventus,Serie-A
1444,Kenan Yıldız,tr TUR,"FW,MF",20-002,24.7,2,1,0,24,45,4,105,5,28,0,0,0,112,8,26,23.5,Matches,Juventus,Serie-A
1445,Federico Gatti,it ITA,DF,26-316,24.3,2,0,0,20,19,1,1,18,23,1,0,0,110,36,26,58.1,Matches,Juventus,Serie-A
1446,Weston McKennie,us USA,"MF,DF",26-251,23.6,2,0,0,29,16,1,16,12,12,0,1,0,101,30,27,52.6,Matches,Juventus,Serie-A
1447,Pierre Kalulu,fr FRA,DF,24-335,25.3,2,0,0,25,18,2,21,17,24,0,1,0,94,26,47,35.6,Matches,Juventus,Serie-A
1448,Khéphren Thuram,fr FRA,MF,24-041,23.8,4,0,0,33,20,0,12,11,18,0,0,0,99,27,27,50.0,Matches,Juventus,Serie-A
1449,Andrea Cambiaso,it ITA,"DF,FW",25-075,23.1,4,0,0,26,22,5,55,14,26,0,0,0,109,6,10,37.5,Matches,Juventus,Serie-A
1450,Teun Koopmeiners,nl NED,"MF,FW",27-067,22.2,3,0,0,32,9,3,113,8,16,0,0,0,51,22,22,50.0,Matches,Juventus,Serie-A
1451,Dušan Vlahović,rs SRB,FW,25-098,19.4,3,0,0,25,17,12,9,1,1,0,0,0,33,38,41,48.1,Matches,Juventus,Serie-A
1452,Nicolás González,ar ARG,"FW,MF",27-030,17.1,2,0,0,26,34,6,14,7,12,0,0,0,59,52,43,54.7,Matches,Juventus,Serie-A
1453,Nicolò Savona,it ITA,DF,22-048,17.2,4,0,0,12,9,1,33,10,13,0,0,0,65,8,14,36.4,Matches,Juventus,Serie-A
1454,Timothy Weah,us USA,"DF,FW",25-073,16.9,4,0,0,19,13,3,44,12,18,0,0,0,54,18,24,42.9,Matches,Juventus,Serie-A
1455,Francisco Conceição,pt POR,"FW,MF",22-143,12.5,5,1,1,20,29,2,54,4,9,0,0,0,41,1,9,10.0,Matches,Juventus,Serie-A
1456,Randal Kolo Muani,fr FRA,FW,26-152,10.4,0,0,0,23,16,4,7,1,6,0,0,0,30,9,20,31.0,Matches,Juventus,Serie-A
1457,Renato Veiga,pt POR,DF,21-281,9.6,2,0,0,7,2,1,0,13,11,0,0,0,30,20,7,74.1,Matches,Juventus,Serie-A
1458,Lloyd Kelly,eng ENG,DF,26-212,9.3,1,0,0,11,4,0,11,1,8,0,0,0,44,33,21,61.1,Matches,Juventus,Serie-A
1459,Samuel Mbangula,be BEL,FW,21-110,7.9,1,0,0,6,14,0,17,3,10,1,0,0,33,2,7,22.2,Matches,Juventus,Serie-A
1460,Danilo,br BRA,DF,33-295,6.5,2,0,0,11,1,0,3,9,4,0,1,0,24,16,7,69.6,Matches,Juventus,Serie-A
1461,Gleison Bremer,br BRA,DF,28-049,6.0,2,0,0,9,5,0,0,6,7,0,0,0,23,11,7,61.1,Matches,Juventus,Serie-A
1462,Juan David Cabal,co COL,DF,24-118,5.1,0,0,0,7,10,1,7,2,4,0,0,0,20,8,3,72.7,Matches,Juventus,Serie-A
1463,Nicolò Fagioli,it ITA,MF,24-083,6.3,4,0,0,11,5,0,13,2,10,0,0,0,33,2,2,50.0,Matches,Juventus,Serie-A
1464,Mattia Perin,it ITA,GK,32-177,5.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0,Matches,Juventus,Serie-A
1465,Douglas Luiz,br BRA,MF,26-362,5.6,2,0,0,13,7,0,26,2,8,0,1,0,29,5,3,62.5,Matches,Juventus,Serie-A
1466,Jonas Rouhi,se SWE,DF,21-119,2.3,0,0,0,4,2,0,3,3,1,0,0,0,15,0,4,0.0,Matches,Juventus,Serie-A
1467,Alberto costa,pt POR,"DF,MF",21-219,1.6,2,0,0,5,1,0,1,1,5,0,0,0,8,2,2,50.0,Matches,Juventus,Serie-A
1468,Vasilije Adžić,me MNE,"MF,FW",18-359,0.3,0,0,0,1,0,0,0,0,2,0,0,0,2,2,2,50.0,Matches,Juventus,Serie-A
1469,Diego Pugno,it ITA,FW,18-303,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches,Juventus,Serie-A
1470,Lorenzo Anghelè,it ITA,FW,20-069,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,Matches,Juventus,Serie-A
1471,Mattéo Guendouzi,fr FRA,MF,26-022,33.3,5,0,0,26,30,1,19,29,19,0,1,0,158,17,21,44.7,Matches,Lazio,Serie-A
1472,Mattia Zaccagni,it ITA,FW,29-324,28.0,9,0,0,32,95,9,144,28,25,0,0,0,79,17,19,47.2,Matches,Lazio,Serie-A
1473,Ivan Provedel,it ITA,GK,31-050,29.0,0,0,0,0,5,0,0,1,0,0,0,0,44,7,1,87.5,Matches,Lazio,Serie-A
1474,Nicolò Rovella,it ITA,MF,23-153,27.7,13,0,0,38,27,2,32,44,43,0,0,0,144,11,18,37.9,Matches,Lazio,Serie-A
1475,Mario Gila,es ESP,DF,24-250,27.5,6,0,0,26,28,0,2,25,36,0,0,1,129,62,56,52.5,Matches,Lazio,Serie-A
1476,Alessio Romagnoli,it ITA,DF,30-114,26.7,3,1,0,24,10,2,0,23,28,0,0,0,86,71,38,65.1,Matches,Lazio,Serie-A
1477,Gustav Isaksen,dk DEN,FW,24-017,22.9,5,0,0,22,43,3,107,9,8,1,0,0,62,13,24,35.1,Matches,Lazio,Serie-A
1478,Valentín Castellanos,ar ARG,FW,26-215,23.5,7,1,0,33,39,16,23,5,6,1,0,0,43,61,54,53.0,Matches,Lazio,Serie-A
1479,Boulaye Dia,sn SEN,"MF,FW",28-171,21.8,2,0,0,22,24,3,2,5,9,1,0,0,51,20,51,28.2,Matches,Lazio,Serie-A
1480,Adam Marušić,me MNE,DF,32-201,23.8,1,0,0,18,13,2,49,14,19,0,0,1,80,29,24,54.7,Matches,Lazio,Serie-A
1481,Nuno Tavares,pt POR,DF,25-100,17.2,4,1,1,17,29,1,110,19,21,0,1,0,97,9,11,45.0,Matches,Lazio,Serie-A
1482,Manuel Lazzari,it ITA,DF,31-158,15.3,3,0,0,12,27,1,88,10,16,0,1,0,50,5,13,27.8,Matches,Lazio,Serie-A
1483,Fisayo Dele-Bashiru,ng NGA,"MF,FW",24-089,9.9,0,0,0,8,4,0,7,4,5,0,0,0,47,3,11,21.4,Matches,Lazio,Serie-A
1484,Luca Pellegrini,it ITA,DF,26-060,10.7,4,0,0,16,11,0,71,16,11,1,0,0,36,7,7,50.0,Matches,Lazio,Serie-A
1485,Tijjani Noslin,nl NED,"FW,MF",25-303,9.4,2,0,0,21,15,1,14,1,5,0,0,0,22,26,28,48.1,Matches,Lazio,Serie-A
1486,Samuel Gigot,fr FRA,DF,31-206,7.6,2,0,0,8,9,1,0,13,3,0,1,0,15,18,5,78.3,Matches,Lazio,Serie-A
1487,Pedro,es ESP,"FW,MF",37-282,10.9,2,0,0,17,21,1,38,3,12,0,0,0,57,1,5,16.7,Matches,Lazio,Serie-A
1488,Matías Vecino,uy URU,MF,33-255,8.3,6,0,0,19,3,0,2,5,6,0,0,0,25,26,19,57.8,Matches,Lazio,Serie-A
1489,Loum Tchaouna,fr FRA,"FW,MF",21-240,7.3,4,1,1,10,7,0,32,4,4,0,0,0,18,5,26,16.1,Matches,Lazio,Serie-A
1490,Christos Mandas,gr GRE,GK,23-231,6.0,0,0,0,0,2,0,0,0,0,0,0,0,12,4,0,100.0,Matches,Lazio,Serie-A
1491,Patric,es ESP,DF,32-019,6.7,2,0,0,5,5,0,2,3,6,0,0,0,29,7,6,53.8,Matches,Lazio,Serie-A
1492,Elseid Hysaj,al ALB,DF,31-075,3.9,2,1,1,4,1,0,9,4,6,0,0,0,18,8,5,61.5,Matches,Lazio,Serie-A
1493,Nicolò Casale,it ITA,DF,27-081,1.5,0,0,0,2,0,0,0,1,3,0,0,0,1,6,0,100.0,Matches,Lazio,Serie-A
1494,Reda Belahyane,ma MAR,MF,20-339,2.2,0,1,0,4,1,0,0,1,6,0,0,0,13,2,0,100.0,Matches,Lazio,Serie-A
1495,Gaetano Castrovilli,it ITA,"MF,FW",28-078,1.6,0,0,0,4,1,0,0,3,2,0,0,0,8,0,0,,Matches,Lazio,Serie-A
1496,Oliver Nielsen,dk DEN,DF,21-336,0.4,1,0,0,2,0,1,0,1,0,0,0,0,1,0,2,0.0,Matches,Lazio,Serie-A
